c_A,alpha,beta,q_e_per_cell,n_cm2,hw_eff_meV,hw02_meV,split01_meV,d2_A2,chi_eV_A2,lambda,lambda_task,Tc_K,lambda_g1,Tc_K_g1,lambda_g2,Tc_K_g2
6.563598326359832,-0.52597433235401,0.46936167768891435,0.011885906949712992,16098084004873.92,0.16504369219488826,19.049094253057703,0.0,0.5508501958254691,6.258841692572274,3.774411611826433,52135.68708021965,56.341649110465,0.9062362279995272,13.681186659076399,14.499779647992435,119.5604547091822
6.583472803347281,-0.5417938985554476,0.46167576595089704,0.012297668194212751,16655766908833.438,0.15743838123464662,19.365310185201047,0.0,0.5774598890839309,6.266141629624165,3.8464183934147997,60202.22268550422,57.94366173671615,0.9235250562588926,14.384027314084445,14.776400900142281,122.77985249824215
6.603347280334728,-0.5576134647568844,0.4539898542128801,0.012709429438712491,17213449812792.93,0.1502819606308804,19.675763093629506,0.0,0.6049585045580733,6.273449321504369,3.9208525877940743,69380.30272174325,59.5639853470114,0.9413967063293576,15.110391572300616,15.062347301269721,126.03267735347913
6.623221757322176,-0.5705271160407522,0.44625859334581686,0.013121190683212231,17771132716752.42,0.1442676601963306,19.92664356035859,0.0,0.6301783091344891,6.280764771010221,3.9982316407560696,78607.15016952874,61.04212692443155,0.9599754169455335,15.820593502924943,15.359606671128535,128.97900012204488
6.643096234309623,-0.5831771998407074,0.4385232192971295,0.013532951927711971,18328815620711.91,0.13859254802050017,20.169130811790836,0.0,0.6559829620266805,6.288087980910647,4.078380027979263,88871.30157985831,62.52872311012759,0.9792190447178205,16.550714651750962,15.667504715485128,131.93890945494195
6.662970711297071,-0.5958272836406624,0.4307878452484422,0.013944713172211713,18886498524671.406,0.1331674783717715,20.408356751794532,0.0,0.6827068536320985,6.295418953946207,4.161413888489879,100415.02616618857,64.0400204138504,0.9991554746264193,17.30502227430598,15.986487594022709,134.94682905913618
6.682845188284519,-0.6084773674406181,0.4230524711997545,0.01435647441671147,19444181428630.92,0.12797613245104048,20.644457115164634,0.0,0.7104008257171981,6.302757692828762,4.2474934520288965,113401.35348989106,65.57754035567461,1.0198231778321392,18.08419803314408,16.317170845314227,138.00592545461612
6.7027196652719665,-0.6058071158984794,0.40714593144388506,0.01476823566121121,20001864332590.41,0.12365902523646877,20.611693730968828,0.0,0.7352018988622979,6.31010420024141,4.42379405689925,125991.01221457329,67.0712296594642,1.0621529530615101,19.219384573034603,16.994447248984162,140.8033091724583
6.722594142259414,-0.6030165901344744,0.3911752429226507,0.015179996905710952,20559547236549.906,0.1193113253363798,20.576817892663247,0.0,0.761992626508789,6.317458478838338,4.61520916778643,140599.48895092407,68.64539748032182,1.1081117211855211,20.417470123328826,17.72978753896834,143.76722102259166
6.742468619246862,-0.6002260643704692,0.3752045544014156,0.01559175815021071,21117230140509.42,0.11492646413970051,20.54192842635427,0.0,0.7910654073094985,6.3248205312445975,4.822942948567559,157681.31651522266,70.30993027197678,1.15798860195107,21.679563559739588,18.52781763121712,146.918376811354
6.76234309623431,-0.5982197606023152,0.359848607114373,0.01600351939471045,21674913044468.914,0.11054766820431054,20.520568999514932,0.0,0.822399528113861,6.3321903600560265,5.0405466231467875,177583.710054037,72.05201508762362,1.2102352442175437,22.973563814575414,19.3637639074807,150.24042726055166
6.782217573221757,-0.6070337659295628,0.3529745567937948,0.01641528063921019,22232595948428.402,0.10681474306197193,20.685269779113696,0.0,0.8511404658115953,6.339567967839025,5.150760457929183,197319.35349863867,73.53938552363863,1.2366975859487965,23.814497460049182,19.787161375180744,153.19138922563417
6.802092050209205,-0.6158477712568103,0.34610050647321666,0.01682704188370993,22790278852387.9,0.10319229631495129,20.848500602279053,0.0,0.8810187718648557,6.346953357130512,5.265373649243278,219347.52713102874,75.0605291889478,1.2642162131833117,24.679540180223498,20.227459410932987,156.20939750968608
6.821966527196652,-0.6246617765840579,0.3392264561526385,0.01723880312820967,23347961756347.387,0.099675448409537,21.010302295328632,0.0,0.9121037488767788,6.354346530437613,5.384654234054542,243961.42168156584,76.61728802400451,1.2928554815964952,25.56941576251908,20.685687705543923,159.29808906307542
6.841841004184101,-0.6332488214811792,0.3324149647297223,0.01765056437270943,23905644660306.906,0.09631286945325576,21.166703564095613,0.0,0.943948100408708,6.36174749023761,5.507854662176396,271046.5275927366,78.188438828055,1.3224359043885534,26.473913003390795,21.158974470216855,162.41439671765002
6.861715481171548,-0.6404751065682187,0.3259785502911703,0.01806232561720917,24463327564266.4,0.09335174001546652,21.297948035633063,0.0,0.9738902579668035,6.36915623897776,5.629743708722421,298359.9410097277,79.6570936510902,1.3517014644642529,27.336692520091173,21.627223431428046,165.32183797251753
6.881589958158996,-0.6477013916552581,0.3195421358526182,0.01847408686170891,25021010468225.887,0.09045883164232464,21.428283840923324,0.0,1.0050356445547421,6.3765727790751425,5.756569441571753,328674.24873076024,81.1618545889448,1.382152322921377,28.222583493493367,22.114437166742032,168.3010166631211
6.901464435146444,-0.6549276767422978,0.3131057214140659,0.018885848106208667,25578693372185.402,0.08763179038791444,21.5577306135849,0.0,1.0374585497211402,6.383997112916477,5.888636604725372,362363.3526326339,82.70463702460809,1.4138616487945619,29.13231675904168,22.62178638071299,171.3556688666603
6.9213389121338915,-0.6606577676521461,0.30667185959220955,0.019297609350708407,26136376276144.9,0.0850635572923425,21.660899093157603,0.0,1.0687814271964013,6.391429242857949,6.026221762380082,397108.61461716203,84.18831765740016,1.446895845147458,30.03115287884917,23.15033352235933,174.28453571066302
6.941213389121339,-0.6610307042901431,0.3002471374673554,0.019709370595208147,26694059180104.387,0.08322021849188586,21.672749150819183,0.0,1.092455076577058,6.398869171225135,6.16953294286359,425073.338764233,85.35377460964622,1.4813048595815494,30.82386921887233,23.70087775330479,176.5520076492081
6.9610878661087865,-0.6614036409281402,0.2938224153425012,0.020121131839707887,27251742084063.88,0.08137960269940837,21.684585900270783,0.0,1.1171638487978708,6.406316900312758,6.319143311571925,455631.8761586492,86.55463935139996,1.517226309108418,31.635554784483084,24.275620945734687,178.89028989038908
6.980962343096234,-0.6617765775661373,0.28739769321764697,0.02053289308420763,27809424988023.38,0.07954170302570562,21.696409389264648,0.0,1.1429771642672992,6.413772432384542,6.4754753824219735,489087.31292162713,87.79292928405022,1.5547616393195172,32.466937053233394,24.876186229112275,181.30325393222074
7.000836820083682,-0.6631020423961532,0.28088789494195143,0.020944654328707388,28367107891982.895,0.07757002554804514,21.724417070265734,0.0,1.1720293956716867,6.421235769673101,6.641003500796646,528566.2008027005,89.1523356939486,1.5945049405412763,33.35383520384822,25.51207904866042,183.96151357059762
7.02071129707113,-0.6662439563365306,0.2742158584251173,0.021356415573207128,28924790795942.383,0.07535380749637853,21.78317672343333,0.0,1.2064997534422128,6.428706914379679,6.818456292926756,577930.4921867399,90.71463539656611,1.637111355931713,34.33237649723215,26.193781694907408,187.0312507937877
7.040585774058577,-0.6693858702769079,0.26754382190828324,0.021768176817706868,29482473699901.875,0.07315942687286812,21.84174191257826,0.0,1.2426881134990015,6.4361858686741105,7.00479431753306,632980.3538366688,92.33006956413743,1.6818511156396885,35.33860509279395,26.909617850235016,190.20608755118832
7.060460251046026,-0.6725277842172853,0.2608717853914489,0.022179938062206625,30040156603861.39,0.07098655617872072,21.90011469594555,0.0,1.2807263101540005,6.443672634694561,7.200699433376192,694516.5095453546,94.00203932298194,1.7288879339536247,36.37382078492866,27.662206943257996,193.49256960163697
7.080334728033473,-0.6750931444473719,0.2543802197225773,0.022591699306706365,30597839507820.88,0.06894343725911424,21.94850525497316,0.0,1.3186802657318029,6.451167214547397,7.401668607009832,759874.3096812617,95.65406187480113,1.7771406325430625,37.398363777860446,28.434250120689,196.7368784775601
7.100209205020921,-0.6768602440685317,0.2481385228281438,0.02300346055120611,31155522411780.38,0.06706422384120216,21.98323138364544,0.0,1.3556311391985085,6.458669610307071,7.605532901102544,827479.7784593252,97.25210801630239,1.82608844955472,38.39407309226747,29.21741519287552,199.8707243212401
7.120083682008368,-0.6786273436896917,0.2418968259337103,0.02341522179570585,31713205315739.867,0.06519549540816104,22.017884240829176,0.0,1.3944882172631237,6.466179824015813,7.8199570016904625,902790.0137790237,98.90791236123155,1.8775716761058803,39.417653685129594,30.041146817694084,203.11820169449513
7.139958158995816,-0.6803944433108515,0.2356551290392768,0.02382698304020559,32270888219699.36,0.06333716173454448,22.052464326925758,0.0,1.435402971581649,6.473697857683628,8.045780079048203,986899.7024513441,100.62529506420097,1.9317917969794736,40.4706030432728,30.908668751671577,206.48665016129112
7.159832635983264,-0.6812872936457535,0.23250142955577333,0.024238744284705346,32828571123658.875,0.06240213872458232,22.069908854520868,0.0,1.4569108050378152,6.481223713288077,8.173897706951697,1034331.0457106137,101.58179111576473,1.9625528394391047,41.05450189585918,31.400845431025676,208.36216738743622
7.1797071129707115,-0.6812872936457535,0.23250142955577333,0.024650505529205086,33386254027618.363,0.06240213872458232,22.069908854520868,0.0,1.4569108050378152,6.488757392774071,8.192911188902103,1036737.0257428373,101.71132645213238,1.9671179764553974,41.13575780857289,31.47388762328636,208.61510498397314
7.199581589958159,-0.6812872936457535,0.23250142955577333,0.025062266773704826,33943936931577.86,0.06240213872458232,22.069908854520868,0.0,1.4569108050378152,6.496298898053744,8.211966544155757,1039148.3044537433,101.84099275242214,1.9716931672517983,41.217027037052276,31.547090676028773,208.8683017513725
7.2194560669456065,-0.6812872936457535,0.23250142955577333,0.025474028018204566,34501619835537.348,0.06240213872458232,22.069908854520868,0.0,1.4569108050378152,6.503848231006252,8.231063846374393,1041564.8911645428,101.97079008989212,1.9762784295144902,41.29830956123727,31.620454872231843,209.12175773878405
7.239330543933054,-0.6812872936457535,0.23250142955577333,0.025885789262704306,35059302739496.84,0.06240213872458232,22.069908854520868,0.0,1.4569108050378152,6.511405393477659,8.250203169229499,1043986.79519768,102.10071853694521,1.980873780932005,41.379605362128856,31.69398049491208,209.37547299427092
7.259205020920502,-0.6812872936457535,0.23250142955577333,0.026297550507204066,35616985643456.36,0.06240213872458232,22.069908854520868,0.0,1.4569108050378152,6.51897038728072,8.269384586401339,1046414.0258767093,102.23077816512598,1.9854792391949627,41.460914421781105,31.767667827119404,209.6294475648013
7.27907949790795,-0.6812872936457535,0.23250142955577333,0.026709311751703806,36174668547415.85,0.06240213872458232,22.069908854520868,0.0,1.4569108050378152,6.526543214194724,8.288608171578112,1048846.59252619,102.36096904511876,1.9900948219959025,41.54223672329526,31.84151715193444,209.88368149624475
7.298953974895397,-0.6812872936457535,0.23250142955577333,0.027121072996203546,36732351451375.34,0.06240213872458232,22.069908854520868,0.0,1.4569108050378152,6.53412387596536,8.307873998455172,1051284.5044715866,102.4912912467459,1.9947205470290852,41.623572250812984,31.915528752465363,210.1381748333676
7.318828451882846,-0.6812872936457535,0.23250142955577333,0.027532834240703304,37290034355334.86,0.06240213872458232,22.069908854520868,0.0,1.4569108050378152,6.541712374304483,8.327182140733996,1053727.7710391388,102.62174483896466,1.9993564319902337,41.704920989508786,31.98970291184374,210.39292761982466
7.338702928870293,-0.6812872936457535,0.23250142955577333,0.027944595485203044,37847717259294.35,0.06240213872458232,22.069908854520868,0.0,1.4569108050378152,6.549308710890003,8.34653267212146,1056176.4015557687,102.75232988986589,2.0040024945763633,41.78628292558385,32.06403991322181,210.64793989815618
