    #         X           Y           Z       CHARGE      MIN DIST   ATOMIC VOL
 --------------------------------------------------------------------------------
    1    4.726359    8.186294   13.039110   17.229551     1.516593    54.938830
    2    0.000000    5.457529   13.039110   17.183620     1.516597    56.060030
    3    4.726359    2.728765   13.039110   17.183619     1.516604    56.055975
    4    1.575453    2.728765    1.814137    6.829629     1.661951   129.045527
    5    1.575453    8.186294    1.814137    6.828847     1.661947   127.904051
    6    6.301812    5.457529    1.814137    6.828853     1.661956   127.940546
    7   -1.575453    8.186294   11.224973    6.913022     1.661927   115.061945
    8    3.150906    5.457529   11.224973    6.914024     1.661939   116.140569
    9    7.877265    2.728765   11.224973    6.913028     1.661938   115.100468
   10    4.726359    8.186294    7.936850    8.082895     1.807394   110.759617
 --------------------------------------------------------------------------------
    VACUUM CHARGE:               0.0000
    VACUUM VOLUME:               0.0000
    NUMBER OF ELECTRONS:       100.9071
