    #         X           Y           Z       CHARGE      MIN DIST   ATOMIC VOL
 --------------------------------------------------------------------------------
    1    4.726359    8.186294   10.393494   17.281389     1.546879    52.524514
    2    0.000000    5.457529   10.393494   17.205710     1.528772    54.630376
    3    4.726359    2.728765   10.393494   17.205710     1.528779    54.630376
    4    1.575453    2.728765    1.814137    6.878798     1.655591    96.801411
    5    1.575453    8.186294    1.814137    6.876437     1.655588    96.280117
    6    6.301812    5.457529    1.814137    6.876515     1.655596    96.284254
    7   -1.575453    8.186294    8.579357    6.876513     1.655572    96.282185
    8    3.150906    5.457529    8.579357    6.878723     1.655584    96.799342
    9    7.877265    2.728765    8.579357    6.876439     1.655583    96.282185
   10    4.726359    8.186294    5.196747    8.104912     1.859243    63.767503
 --------------------------------------------------------------------------------
    VACUUM CHARGE:               0.0000
    VACUUM VOLUME:               0.0000
    NUMBER OF ELECTRONS:       101.0611
