    #         X           Y           Z       CHARGE      MIN DIST   ATOMIC VOL
 --------------------------------------------------------------------------------
    1    4.726359    8.186294   13.039110   17.214709     1.516593    55.413262
    2    0.000000    5.457529   13.039110   17.186233     1.516597    55.980958
    3    4.726359    2.728765   13.039110   17.186233     1.516604    55.982986
    4    1.575453    2.728765    1.814137    6.861254     1.661951   123.849076
    5    1.575453    8.186294    1.814137    6.860469     1.661947   122.977257
    6    6.301812    5.457529    1.814137    6.860474     1.661956   122.993477
    7   -1.575453    8.186294   11.224973    6.891049     1.661927   118.595856
    8    3.150906    5.457529   11.224973    6.891627     1.661939   119.591352
    9    7.877265    2.728765   11.224973    6.891048     1.661938   118.585719
   10    4.726359    8.186294    6.991987    8.063096     2.086982   115.037615
 --------------------------------------------------------------------------------
    VACUUM CHARGE:               0.0000
    VACUUM VOLUME:               0.0000
    NUMBER OF ELECTRONS:       100.9062
