    #         X           Y           Z       CHARGE      MIN DIST   ATOMIC VOL
 --------------------------------------------------------------------------------
    1    4.726359    8.186294   15.873699   17.162618     1.533190    57.701763
    2    0.000000    5.457529   15.873699   17.152302     1.533196    57.058043
    3    4.726359    2.728765   15.873699   17.152301     1.533202    57.048170
    4    1.575453    2.728765    1.814137    6.864501     1.643809   143.460618
    5    1.575453    8.186294    1.814137    6.863401     1.643807   141.796031
    6    6.301812    5.457529    1.814137    6.863390     1.643816   141.738767
    7   -1.575453    8.186294   14.059562    6.889294     1.643795   137.017498
    8    3.150906    5.457529   14.059562    6.890289     1.643807   138.705782
    9    7.877265    2.728765   14.059562    6.889291     1.643807   136.989854
   10    4.726359    8.186294    8.409281    8.063162     2.563887   216.842681
 --------------------------------------------------------------------------------
    VACUUM CHARGE:               0.0000
    VACUUM VOLUME:               0.0000
    NUMBER OF ELECTRONS:       100.7905
