    #         X           Y           Z       CHARGE      MIN DIST   ATOMIC VOL
 --------------------------------------------------------------------------------
    1    4.726359    8.186294   18.708289   17.210522     1.528772    57.985690
    2    0.000000    5.457529   18.708289   17.206476     1.528776    57.176856
    3    4.726359    2.728765   18.708289   17.206476     1.528781    57.176856
    4    1.575453    2.728765    1.814137    6.848473     1.655591   131.006162
    5    1.575453    8.186294    1.814137    6.847631     1.655588   129.930476
    6    6.301812    5.457529    1.814137    6.847686     1.655596   129.889103
    7   -1.575453    8.186294   16.894152    6.847674     1.655575   129.856005
    8    3.150906    5.457529   16.894152    6.848418     1.655587   131.070289
    9    7.877265    2.728765   16.894152    6.847618     1.655586   129.884966
   10    4.726359    8.186294    9.354144    8.352213     3.485382   493.731670
 --------------------------------------------------------------------------------
    VACUUM CHARGE:               0.0000
    VACUUM VOLUME:               0.0000
    NUMBER OF ELECTRONS:       101.0632
