    #         X           Y           Z       CHARGE      MIN DIST   ATOMIC VOL
 --------------------------------------------------------------------------------
    1    4.726359    8.186294   10.393494   17.290036     1.528769    51.864622
    2    0.000000    5.457529   10.393494   17.203774     1.528772    54.653131
    3    4.726359    2.728765   10.393494   17.203774     1.528779    54.653131
    4    1.575453    2.728765    1.814137    6.847431     1.655591   100.208440
    5    1.575453    8.186294    1.814137    6.846409     1.655588    99.784371
    6    6.301812    5.457529    1.814137    6.846409     1.655596    99.784371
    7   -1.575453    8.186294    8.579357    6.898130     1.655572    93.737774
    8    3.150906    5.457529    8.579357    6.901007     1.655584    94.248725
    9    7.877265    2.728765    8.579357    6.898133     1.655583    93.739842
   10    4.726359    8.186294    6.141610    8.133892     1.590424    61.607856
 --------------------------------------------------------------------------------
    VACUUM CHARGE:               0.0000
    VACUUM VOLUME:               0.0000
    NUMBER OF ELECTRONS:       101.0690
