    #         X           Y           Z       CHARGE      MIN DIST   ATOMIC VOL
 --------------------------------------------------------------------------------
    1    4.726359    8.186294   18.708289   17.212428     1.528772    57.789170
    2    0.000000    5.457529   18.708289   17.207346     1.528776    57.154101
    3    4.726359    2.728765   18.708289   17.207348     1.528781    57.164445
    4    1.575453    2.728765    1.814137    6.833108     1.655591   136.790043
    5    1.575453    8.186294    1.814137    6.833193     1.655588   136.109465
    6    6.301812    5.457529    1.814137    6.833175     1.655596   136.045338
    7   -1.575453    8.186294   16.894152    6.869746     1.655575   126.269005
    8    3.150906    5.457529   16.894152    6.870934     1.655587   126.935103
    9    7.877265    2.728765   16.894152    6.869747     1.655586   126.269005
   10    4.726359    8.186294   10.299007    8.333778     2.902040   487.182396
 --------------------------------------------------------------------------------
    VACUUM CHARGE:               0.0000
    VACUUM VOLUME:               0.0000
    NUMBER OF ELECTRONS:       101.0708
