 &plot nbnd=  64, nks=    60 /
            0.000000  0.000000  0.000000
  -88.779  -88.775  -88.732  -52.095  -52.095  -52.079  -52.079  -52.036  -52.036  -51.910
  -51.903  -51.867  -43.609  -15.589  -15.523  -15.523  -12.906  -11.206  -11.206  -11.199
  -11.199  -10.940    0.886    1.034    1.034    1.133    1.133    1.339    1.431    1.431
    1.480    3.166    3.166    3.223    3.223    3.330    3.489    4.811    4.963    4.963
    5.311    5.311    5.634    5.725    6.370    6.370    6.380    6.380    6.748    8.126
    8.126    8.193    8.193    8.923    8.923   11.798   15.975   17.326   18.476   18.476
   18.585   18.675   18.675   19.139
            0.022727  0.013122  0.000000
  -88.779  -88.775  -88.732  -52.095  -52.095  -52.079  -52.079  -52.036  -52.036  -51.910
  -51.903  -51.867  -43.609  -15.589  -15.523  -15.523  -12.904  -11.214  -11.213  -11.194
  -11.193  -10.940    0.886    1.021    1.035    1.114    1.134    1.365    1.429    1.431
    1.497    3.153    3.163    3.191    3.221    3.363    3.502    4.813    4.937    4.945
    5.328    5.329    5.636    5.726    6.348    6.348    6.399    6.399    6.749    8.126
    8.127    8.193    8.195    8.918    8.922   11.805   15.983   17.329   18.387   18.431
   18.515   18.720   18.807   19.158
            0.045455  0.026243  0.000000
  -88.779  -88.775  -88.732  -52.095  -52.095  -52.079  -52.079  -52.037  -52.036  -51.910
  -51.903  -51.867  -43.609  -15.589  -15.523  -15.523  -12.898  -11.228  -11.222  -11.189
  -11.183  -10.940    0.883    0.987    1.038    1.076    1.138    1.422    1.424    1.434
    1.542    3.118    3.135    3.156    3.217    3.424    3.536    4.813    4.871    4.903
    5.369    5.375    5.641    5.731    6.319    6.321    6.417    6.421    6.751    8.126
    8.132    8.196    8.200    8.902    8.918   11.826   16.007   17.339   18.199   18.344
   18.466   18.806   18.965   19.214
            0.068182  0.039365  0.000000
  -88.779  -88.775  -88.732  -52.096  -52.095  -52.079  -52.078  -52.037  -52.036  -51.910
  -51.903  -51.867  -43.609  -15.589  -15.523  -15.523  -12.888  -11.245  -11.230  -11.186
  -11.174  -10.940    0.870    0.944    1.042    1.044    1.146    1.412    1.440    1.497
    1.605    3.065    3.082    3.145    3.211    3.490    3.583    4.781    4.789    4.874
    5.418    5.435    5.650    5.738    6.287    6.292    6.432    6.442    6.754    8.126
    8.140    8.199    8.209    8.876    8.911   11.861   16.045   17.353   17.996   18.245
   18.407   18.902   19.100   19.297
            0.090909  0.052486  0.000000
  -88.779  -88.775  -88.732  -52.096  -52.096  -52.078  -52.078  -52.038  -52.037  -51.910
  -51.903  -51.867  -43.609  -15.589  -15.523  -15.523  -12.874  -11.264  -11.239  -11.185
  -11.164  -10.941    0.834    0.909    1.028    1.047    1.156    1.399    1.448    1.573
    1.684    3.004    3.033    3.129    3.202    3.557    3.638    4.675    4.725    4.882
    5.468    5.500    5.662    5.749    6.254    6.261    6.443    6.460    6.757    8.126
    8.152    8.204    8.220    8.840    8.901   11.909   16.098   17.370   17.792   18.144
   18.341   18.998   19.212   19.388
            0.113636  0.065608  0.000000
  -88.779  -88.775  -88.732  -52.097  -52.096  -52.077  -52.077  -52.038  -52.037  -51.909
  -51.903  -51.867  -43.609  -15.589  -15.523  -15.523  -12.856  -11.288  -11.247  -11.186
  -11.154  -10.942    0.776    0.888    1.029    1.054    1.169    1.382    1.458    1.647
    1.774    2.942    2.983    3.107    3.192    3.622    3.697    4.559    4.646    4.905
    5.514    5.568    5.676    5.763    6.219    6.230    6.448    6.477    6.761    8.127
    8.168    8.210    8.233    8.797    8.888   11.969   16.165   17.379   17.601   18.041
   18.273   19.093   19.308   19.468
            0.136364  0.078730  0.000000
  -88.779  -88.775  -88.732  -52.097  -52.096  -52.076  -52.076  -52.039  -52.037  -51.909
  -51.903  -51.867  -43.609  -15.589  -15.523  -15.523  -12.835  -11.314  -11.255  -11.188
  -11.144  -10.943    0.710    0.872    1.043    1.061    1.186    1.363    1.471    1.716
    1.873    2.881    2.937    3.081    3.181    3.683    3.762    4.434    4.561    4.933
    5.556    5.635    5.693    5.780    6.184    6.197    6.449    6.491    6.765    8.128
    8.187    8.217    8.247    8.746    8.872   12.042   16.244   17.301   17.502   17.937
   18.204   19.182   19.394   19.523
            0.159091  0.091851  0.000000
  -88.779  -88.775  -88.732  -52.098  -52.096  -52.076  -52.075  -52.039  -52.037  -51.909
  -51.903  -51.867  -43.609  -15.589  -15.524  -15.523  -12.810  -11.344  -11.263  -11.192
  -11.134  -10.945    0.642    0.862    1.066    1.068    1.205    1.342    1.486    1.780
    1.980    2.820    2.894    3.050    3.170    3.739    3.831    4.303    4.473    4.965
    5.593    5.702    5.710    5.802    6.150    6.163    6.445    6.504    6.768    8.129
    8.208    8.225    8.265    8.689    8.853   12.126   16.335   17.117   17.513   17.833
   18.139   19.262   19.466   19.553
            0.181818  0.104973  0.000000
  -88.779  -88.775  -88.732  -52.099  -52.096  -52.075  -52.074  -52.040  -52.037  -51.909
  -51.903  -51.867  -43.609  -15.589  -15.524  -15.523  -12.781  -11.378  -11.270  -11.197
  -11.124  -10.946    0.576    0.859    1.074    1.096    1.227    1.321    1.502    1.838
    2.091    2.760    2.857    3.014    3.159    3.790    3.904    4.167    4.384    5.000
    5.626    5.727    5.767    5.829    6.116    6.129    6.436    6.515    6.770    8.131
    8.226    8.233    8.289    8.629    8.830   12.221   16.435   16.914   17.548   17.729
   18.080   19.327   19.495   19.590
            0.204545  0.118094  0.000000
  -88.778  -88.775  -88.732  -52.100  -52.096  -52.074  -52.074  -52.041  -52.037  -51.909
  -51.903  -51.867  -43.609  -15.589  -15.524  -15.523  -12.749  -11.414  -11.277  -11.203
