 &plot nbnd=  64, nks=    60 /
            0.000000  0.000000  0.000000
  -89.519  -89.515  -89.404  -52.755  -52.753  -52.753  -52.749  -52.732  -52.732  -52.659
  -52.659  -52.598  -43.609  -15.589  -15.524  -15.524  -13.005  -11.316  -11.316  -11.309
  -11.309  -11.047    0.603    0.885    0.885    0.980    0.980    1.206    1.206    1.227
    1.388    2.896    2.896    2.963    2.963    3.257    3.413    4.636    4.671    4.716
    4.716    4.716    4.888    4.888    5.782    5.782    5.789    5.789    5.896    7.804
    7.804    7.887    7.887    8.616    8.616   11.736   15.877   17.194   18.442   18.442
   18.534   18.638   18.638   19.044
            0.022727  0.013122  0.000000
  -89.519  -89.515  -89.404  -52.755  -52.753  -52.753  -52.749  -52.732  -52.732  -52.659
  -52.659  -52.598  -43.609  -15.589  -15.524  -15.524  -13.004  -11.324  -11.322  -11.304
  -11.302  -11.047    0.605    0.874    0.886    0.961    0.981    1.204    1.207    1.251
    1.403    2.889    2.893    2.950    2.961    3.271    3.420    4.629    4.673    4.686
    4.697    4.718    4.909    4.917    5.755    5.756    5.813    5.814    5.897    7.804
    7.806    7.887    7.888    8.610    8.614   11.744   15.885   17.197   18.349   18.396
   18.472   18.684   18.764   19.064
            0.045455  0.026243  0.000000
  -89.519  -89.515  -89.404  -52.755  -52.753  -52.753  -52.749  -52.732  -52.732  -52.659
  -52.659  -52.598  -43.609  -15.590  -15.524  -15.524  -12.998  -11.337  -11.331  -11.299
  -11.293  -11.047    0.610    0.841    0.888    0.920    0.986    1.198    1.210    1.308
    1.444    2.868    2.886    2.916    2.956    3.308    3.442    4.589    4.618    4.680
    4.682    4.725    4.949    4.975    5.722    5.725    5.836    5.841    5.901    7.804
    7.811    7.888    7.893    8.594    8.611   11.765   15.908   17.206   18.159   18.307
   18.424   18.771   18.915   19.122
            0.068182  0.039365  0.000000
  -89.519  -89.515  -89.404  -52.755  -52.754  -52.753  -52.749  -52.732  -52.732  -52.660
  -52.659  -52.598  -43.609  -15.590  -15.524  -15.524  -12.988  -11.353  -11.339  -11.296
  -11.284  -11.048    0.616    0.793    0.878    0.891    0.994    1.189    1.216    1.379
    1.504    2.836    2.872    2.874    2.947    3.358    3.474    4.521    4.531    4.691
    4.691    4.737    4.990    5.041    5.686    5.692    5.856    5.866    5.908    7.804
    7.820    7.890    7.902    8.567    8.604   11.800   15.947   17.222   17.955   18.208
   18.365   18.868   19.039   19.207
            0.090909  0.052486  0.000000
  -89.519  -89.515  -89.404  -52.755  -52.754  -52.753  -52.749  -52.732  -52.732  -52.660
  -52.659  -52.598  -43.609  -15.589  -15.525  -15.524  -12.974  -11.373  -11.348  -11.295
  -11.274  -11.049    0.620    0.739    0.843    0.895    1.005    1.176    1.225    1.455
    1.578    2.796    2.826    2.856    2.936    3.414    3.515    4.432    4.443    4.706
    4.710    4.753    5.026    5.109    5.649    5.657    5.870    5.889    5.916    7.805
    7.833    7.892    7.913    8.531    8.595   11.848   16.000   17.241   17.750   18.106
   18.299   18.965   19.138   19.300
            0.113636  0.065608  0.000000
  -89.519  -89.516  -89.404  -52.755  -52.754  -52.753  -52.749  -52.732  -52.731  -52.660
  -52.659  -52.598  -43.609  -15.589  -15.525  -15.524  -12.956  -11.396  -11.356  -11.296
  -11.264  -11.050    0.607    0.698    0.818    0.900    1.020    1.161    1.236    1.529
    1.663    2.748    2.781    2.833    2.923    3.472    3.562    4.323    4.361    4.723
    4.735    4.775    5.057    5.177    5.610    5.622    5.880    5.911    5.926    7.805
    7.849    7.895    7.926    8.487    8.583   11.909   16.067   17.258   17.550   18.003
   18.230   19.061   19.222   19.375
            0.136364  0.078730  0.000000
  -89.519  -89.516  -89.404  -52.755  -52.755  -52.753  -52.749  -52.731  -52.731  -52.660
  -52.659  -52.599  -43.609  -15.589  -15.525  -15.524  -12.935  -11.422  -11.364  -11.299
  -11.255  -11.051    0.560    0.690    0.805    0.904    1.037    1.144    1.249    1.599
    1.758    2.695    2.741    2.805    2.909    3.529    3.615    4.206    4.277    4.742
    4.765    4.803    5.083    5.242    5.571    5.585    5.885    5.931    5.935    7.806
    7.867    7.898    7.942    8.436    8.568   11.982   16.146   17.229   17.403   17.898
   18.161   19.151   19.295   19.423
            0.159091  0.091851  0.000000
  -89.519  -89.516  -89.404  -52.755  -52.755  -52.753  -52.749  -52.731  -52.731  -52.661
  -52.659  -52.599  -43.609  -15.589  -15.525  -15.525  -12.910  -11.452  -11.371  -11.303
  -11.245  -11.053    0.498    0.696    0.807    0.909    1.058    1.125    1.265    1.663
    1.859    2.640    2.704    2.771    2.896    3.581    3.674    4.082    4.192    4.762
    4.798    4.837    5.105    5.306    5.533    5.548    5.884    5.943    5.949    7.808
    7.886    7.902    7.962    8.378    8.550   12.067   16.237   17.070   17.389   17.794
   18.095   19.232   19.350   19.450
            0.181818  0.104973  0.000000
  -89.519  -89.516  -89.404  -52.756  -52.755  -52.753  -52.750  -52.731  -52.730  -52.661
  -52.659  -52.599  -43.609  -15.589  -15.525  -15.525  -12.881  -11.485  -11.378  -11.308
  -11.235  -11.054    0.434    0.706    0.822    0.912    1.079    1.108    1.283    1.720
    1.965    2.584    2.672    2.732    2.886    3.629    3.738    3.953    4.106    4.781
    4.832    4.878    5.123    5.366    5.495    5.510    5.879    5.951    5.966    7.810
    7.902    7.906    7.989    8.317    8.528   12.162   16.338   16.871   17.423   17.690
   18.033   19.296   19.363   19.482
            0.204545  0.118094  0.000000
  -89.519  -89.516  -89.404  -52.756  -52.755  -52.753  -52.750  -52.731  -52.730  -52.661
  -52.659  -52.599  -43.609  -15.589  -15.525  -15.525  -12.849  -11.521  -11.385  -11.313
  -11.225  -11.057    0.370    0.719    0.848    0.914    1.077    1.117    1.302    1.771
    2.071    2.527    2.645    2.689    2.878    3.672    3.807    3.820    4.022    4.799
    4.867    4.924    5.137    5.421    5.458    5.476    5.868    5.956    5.981    7.813
    7.910    7.912    8.022    8.254    8.504   12.267   16.447   16.666   17.465   17.586
   17.978   19.332   19.337   19.524
            0.227273  0.131216  0.000000
  -89.519  -89.516  -89.404  -52.757  -52.755  -52.753  -52.750  -52.731  -52.729  -52.661
  -52.659  -52.599  -43.609  -15.589  -15.526  -15.525  -12.814  -11.561  -11.391  -11.320
  -11.216  -11.059    0.308    0.737    0.883    0.915    1.058    1.146    1.323    1.814
    2.173    2.469    2.625    2.642    2.877    3.683    3.711    3.867    3.947    4.816
    4.902    4.976    5.149    5.424    5.425    5.489    5.853    5.959    5.993    7.817
    7.914    7.918    8.060    8.193    8.477   12.380   16.461   16.564   17.484   17.508
   17.934   19.280   19.347   19.557
            0.250000  0.144338  0.000000
  -89.519  -89.516  -89.404  -52.757  -52.754  -52.752  -52.750  -52.731  -52.729  -52.662
  -52.659  -52.599  -43.609  -15.589  -15.526  -15.525  -12.776  -11.603  -11.397  -11.327
  -11.206  -11.062    0.250    0.761    0.913    0.924    1.038    1.180    1.346    1.850
    2.269    2.411    2.594    2.612    2.883    3.545    3.745    3.834    3.971    4.831
    4.933    5.031    5.158    5.390    5.391    5.540    5.833    5.959    6.004    7.822
    7.918    7.918    8.089    8.146    8.447   12.502   16.257   16.687   17.385   17.544
   17.906   19.215   19.324   19.569
            0.272727  0.157459  0.000000
  -89.519  -89.516  -89.404  -52.758  -52.754  -52.752  -52.750  -52.731  -52.728  -52.662
  -52.659  -52.599  -43.609  -15.589  -15.526  -15.525  -12.734  -11.648  -11.403  -11.334
  -11.197  -11.064    0.196    0.793    0.909    0.969    1.019    1.217    1.369    1.878
