    #         X           Y           Z       CHARGE      MIN DIST   ATOMIC VOL
 --------------------------------------------------------------------------------
    1    4.726359    8.186294   15.873699   17.165709     1.533190    57.332513
    2    0.000000    5.457529   15.873699   17.151058     1.533196    57.255503
    3    4.726359    2.728765   15.873699   17.151055     1.533202    57.225884
    4    1.575453    2.728765    1.814137    6.837391     1.643809   147.867926
    5    1.575453    8.186294    1.814137    6.837000     1.643807   145.654399
    6    6.301812    5.457529    1.814137    6.836999     1.643816   145.711663
    7   -1.575453    8.186294   14.059562    6.914322     1.643795   132.337696
    8    3.150906    5.457529   14.059562    6.916458     1.643807   134.332042
    9    7.877265    2.728765   14.059562    6.914312     1.643807   132.246865
   10    4.726359    8.186294    9.354144    8.075205     2.228744   218.394716
 --------------------------------------------------------------------------------
    VACUUM CHARGE:               0.0000
    VACUUM VOLUME:               0.0000
    NUMBER OF ELECTRONS:       100.7995
